영화제목,코드,장르,감독,주연배우
출동! 시크릿 보틀 수호대,20202264,애니메이션,정연준,"강시현(제이), 이소영(바비), 조경이(모모링, 섬 여자아이), 유해무(옹박사), 이새아(요나), 이인석(다크카오스), 시영준(워터몬), 송하림(블랙헤라, 섬 남자아이)"
소공녀,20173962,"멜로/로맨스,드라마",전고운,"이솜(미소), 안재홍(한솔)"
국가부도의 날,20177552,드라마,최국희,"김혜수(한시현), 유아인, 허준호, 조우진, 뱅상 카셀"
라 푸앵트 쿠르트로의 여행,20120912,기타,아녜스 바르다,"필립 느와레, 실비아 몬포트"
낭트의 자코,20120921,드라마,아녜스 바르다,"필리페 마론(자코 1), 에두아르드 주보(자코 2 )"
로스트 걸 & 러브호텔,20215109,"드라마,스릴러",Null,Null
초대녀 3 - 무삭제판,20209726,멜로/로맨스,Null,Null
도련님의 물건,20202945,성인물(에로),Null,Null
처제의 뜨거운 속살,20217266,"멜로/로맨스,드라마",Null,Null
어페어 투 리멤버,19578015,"드라마,멜로/로맨스",레오 맥커레이,"캐리 그랜트(닉키 퍼랜트 ), 데보라 카(테리 맥케이), 리차드 데닝(케네스 브래드리)"
거유녀의 젖어버린 작업복,20217245,"멜로/로맨스,드라마",Null,Null
거유 와이프:남편 대신 상사와,20217212,"멜로/로맨스,드라마",Null,Null
동생의 여친을 탐하다,20215932,드라마,Null,Null
욕구 터진 며느리들,20217191,"멜로/로맨스,드라마",Null,Null
디 아더 사이드,20216329,공포(호러),오스카르 멜란데르|토르드 다니엘손,"딜란 그윈, 리누스 발그렌, 에디 에릭손 도밍구에스"
반딧불이 딘딘과 용감한 곤충 탐험대,20215102,애니메이션,Null,Null
노바디,20216492,"액션,코미디",일리야 나이슐러,봅 오덴커크
영웅본색,19869057,"액션,범죄",오우삼,"주윤발, 장국영, 적룡"
가버나움,20184896,드라마,나딘 라바키,"자인 알 라피아, 요르다노스 시프로우, 보루와티프 트레저 반콜, 나딘 라바키"
어른들은 몰라요,20199630,드라마,이환,"이유미(세진), 안희연(주영), 신햇빛(세정), 이환(재필)"
비련의 공주 엘리자베스,20177532,드라마,조지 시드니,"장 시몬즈, 스튜어트 그랜저"
싱크로닉,20216182,"SF,판타지,미스터리",아론 무어헤드|저스틴 벤슨,"안소니 마키(스티브), 제이미 도넌(데니스)"
"조제, 호랑이 그리고 물고기들",20205155,애니메이션,타무라 코타로,"나카가와 타이시, 키요하라 카야"
스와핑 만남어플,20217088,멜로/로맨스,Null,Null
렛 더 선샤인 인,20176051,"코미디,드라마,멜로/로맨스",클레르 드니,"줄리엣 비노쉬, 자비에 보브와"
비거 스플래쉬,20166362,멜로/로맨스,루카 구아다그니노,"틸다 스윈튼, 랄프 파인즈, 마티아스 쇼에나에츠, 다코타 존슨"
최악의 하루,20155321,멜로/로맨스,김종관,"한예리(은희), 이와세 료, 권율(현오)"
파 프롬 헤븐,20030067,"드라마,멜로/로맨스",토드 헤인즈,"줄리안 무어, 데니스 퀘이드, 데니스 헤이스버트"
레토,20184476,드라마,키릴 세레브렌니코프,"유태오, 로만 빌릭, 이리나 스타르셴바움"
시 읽는 시간,20160743,다큐멘터리,이수정,"오하나, 김수덕, 안태형, 임재춘, 하마무"
성월동화,19990248,"드라마,멜로/로맨스",이인항,"장국영, 토키와 타카코"
 친구의 아들 뿌리 뽑는 이모,20216986,"성인물(에로),드라마",야신수,"진시아, 신연호"
트루 마더스,20209870,드라마,가와세 나오미,나가사쿠 히로미
에스더의 왕,19608010,드라마,마리오 바바|라울 월쉬,"조안 콜린스, 리차드 에건"
타인의 친절,20215803,드라마,론 쉐르픽,"조 카잔(클라라), 타하르 라힘(마크), 빌 나이(티모피), 안드레아 라이즈보로(앨리스), 케일럽 랜드리 존스(제프), 제이 바루첼(존 피터)"
러브 라이브! 더 스쿨 아이돌 무비,20153039,애니메이션,쿄고쿠 타카히코,"토쿠이 소라(야자와 니코), 파일(니시키노 마키), 쿠보 유리카(코이즈미 하나요), 이이다 리호(호시조라 린), 쿠스다 아이나(토죠 노조미), 난죠 요시노(아야세 에리), 미모리 스즈코(소노다 우미), 우치다 아야(미나미 코토리), 닛타 에미(코우사카 호노카)"
페널티킥 앞에 선 골키퍼의 불안,20161523,드라마,빔 벤더스,"아더 브라우스, 카이 피셔"
솔져스 리벤지,20217151,"액션,드라마,서부극(웨스턴)",마이클 페이퍼,"롭 마이에스, 발 킬머"
나무없는 산,20090481,드라마,김소영,이수아(엄마)
안마방: 어린 세 여자의 서비스,20216670,멜로/로맨스,Null,Null
극장판 쿠로코의 농구 라스트 게임,20175142,애니메이션,타다 슌스케,오노 켄쇼(쿠로코 테츠야)
특명: 스피드 레스큐,20215931,"액션,전쟁",주연 왕해상,왕해상
부활,20201841,다큐멘터리,구수환,"이재열, 김종갑, 김성미, 이강윤"
사마에게,20196573,다큐멘터리,와드 알-카팁|에드워드 와츠,"와드 알-카팁(본인), 사마 알-카팁(본인), 함자 알-카팁(본인)"
잊을 수 없는 모정,20165621,"드라마,전쟁",델머 데이브스,"프랭크 시내트라, 나탈리 우드"
황혼의 결투,20129527,"멜로/로맨스,서부극(웨스턴)",스튜어트 길모어,"조엘 맥크레, 브라이언 던리비, 소니 터프츠"
여사원:음란거래,20209325,"멜로/로맨스,드라마",윤준세,"채승하, 민도윤"
블랙머니,20195002,"범죄,드라마",정지영,"조진웅(양민혁), 이하늬(김나리)"
남색대문,20021031,"드라마,멜로/로맨스",이치엔,"계륜미, 진백림, 양우림"
애인대행,20209324,"멜로/로맨스,드라마",윤준세,채승하
대장 부리바,19628008,"전쟁,액션,어드벤처,드라마,멜로/로맨스",J. 리 톰슨,"토니 커티스, 율 브린너"
시티홀,20216862,다큐멘터리,Null,Null
야쿠자의 딸: 벌컥벌컥 삼킨 물,20216522,드라마,Null,Null
십계,19820112,"드라마,가족",세실 B. 데밀,"앤 박스터, 찰톤 헤스톤, 에드워드 G. 로빈슨"
테레사,19868095,,Null,Null
춘몽,20162541,드라마,장률,"한예리(예리), 양익준, 박정범, 윤종빈"
극장판 소드 아트 온라인 -오디널 스케일-,20170509,"애니메이션,SF,액션",이토 토모히코,"마츠오카 요시츠구(키리토 역), 토마츠 하루카(아스나 역), 이토 카나에"
좋은 직업,19998613,드라마,클레르 드니,"드니 라방, 그레고리 콜린"
하우 투 비 어 굿 와이프,20202801,"코미디,드라마",마르탱 프로보스트,"줄리엣 비노쉬, 욜랭드 모로, 노에미 르보브스키, 에두아르 바에르, 프랑수아 베를레앙"
남쪽 바다의 하얀 그림자들,20177823,"드라마,멜로/로맨스",Null,Null
도쿄가,19858108,기타,Null,Null
O형수박가슴가정부-무삭제,20216966,멜로/로맨스,판,채승하
패왕별희 디 오리지널,20173226,"드라마,멜로/로맨스",첸 카이거,"장국영(쳉 데이, 두지), 공리(주샨), 장풍의(두안 샬루, 시투)"
최선의 삶,20190969,드라마,이우정,"방민아(강이), 심달기(아람), 한성민(소영)"
십개월의 미래 ,20200302,드라마,남궁선,"최성은(미래), 서영주(윤호), 유이든(김김), 백현진(옹중), 권아름(강미)"
오늘부터 우리는!!,20217154,"코미디,액션",후쿠다 유이치,"이토 켄타로, 세이노 나나"
뉴욕 라이브러리에서,20180163,다큐멘터리,프레데릭 와이즈만,"리처드 도킨스, 엘비스 코스텔로, 패티 스미스"
공공 주택,20216847,다큐멘터리,Null,Null
비리디아나,19618050,,Null,Null
데이지,20201102,기타,베라 치틸로바,"이트카 세르호바, 이바나 카르바노바"
카쓰므,19668032,"드라마,전쟁",바실 디어든,"찰톤 헤스톤, 로렌스 올리비에"
리투아니아 여행의 추억,20190890,다큐멘터리,Null,Null
센코롤 커넥트,20217172,애니메이션,주연 하나자와 카나 | 시모노 히로 | 키무라 료헤이,"하나자와 카나, 시모노 히로, 키무라 료헤이"
착한 처형 : 마지막 여행 무삭제,20217331,성인물(에로),이대길,이채담
2021 첫 섹스,20217165,멜로/로맨스,Null,Null
착한 유부녀들 무삭제,20216909,"멜로/로맨스,드라마",Null,Null
초미의 관심사,20196782,드라마,남연우,"조민수(초미), 김은영(순덕), 김성욱(트랜스 클럽 손님), 박종빈(트랜스 클럽 손님)"
왕중왕,19618003,드라마,니콜라스 레이,"제프리 헌터, 시오반 맥켄나"
병원,20216846,다큐멘터리,Null,Null
빗나간 행동 ,20208901,기타,Null,Null
신의 법정,19608025,드라마,스탠리 크래이머,"스펜서 트레이시, 프레드릭 마치, 진 켈리"
의혹의 그림자,19438016,"범죄,미스터리,스릴러",알프레드 히치콕,"테레사 라이트(찰리 뉴튼), 조셉 코튼(찰리 오클리)"
도둑들,20124034,"액션,범죄",최동훈,"김윤석(마카오박), 김혜수(팹시), 이정재(뽀빠이), 전지현(예니콜), 임달화(첸), 김해숙(씹던껌), 오달수(앤드류), 김수현(잠파노), 이심결(줄리), 증국상(조니)"
동생 아내,20209856,성인물(에로),Null,Null
바이러스 Z: 백신 대참사,20216365,"공포(호러),코미디",Null,Null
레 미제라블,20216377,드라마,Null,Null
"사랑하고 사랑받고, 차고 차이고",20216701,애니메이션,주연 시마자키 노부나가,시마자키 노부나가
낙엽귀근,20078605,코미디,장양,"곽도, 조본산, 호군"
고종황제와 의사 안중근,20147710,사극,전창근,"김승호, 전창근, 최남현"
형수님 막내딸,20216941,멜로/로맨스,Null,Null
마지막 열차 ,20180421,기타,피에르 그라니에-데페르,"헨리 아틀, 모리스 비로드"
A.K: 구로사와 아키라의 초상 ,20204962,다큐멘터리,크리스 마르케,구로사와 아키라
스나이퍼,19930085,"드라마,범죄",루이스 로사,톰 베린저
불안은 영혼을 잠식한다,20050209,드라마,라이너 베르너 파스빈더,"브리기테 미라, 엘 하디 벤 살렘"
숙제,19898502,다큐멘터리,Null,Null
십계 10편 : 네 이웃을 소유를 탐내지 말라,19888055,기타,Null,Null
내로남불 무삭제판,20215844,"멜로/로맨스,드라마",Null,Null
해길랍,20214847,멜로/로맨스,채밀결,"허광한, 요애녕, 임의잠"
팅커 테일러 솔저 스파이,20124134,스릴러,토마스 알프레드슨,"게리 올드만, 콜린 퍼스, 베네딕트 컴버배치, 톰 하디, 마크 스트롱, 스티븐 그레이엄"
킬러파티 (양수리 살인사건),20216756,"공연,뮤지컬",Null,Null
애수,20101409,"드라마,전쟁,멜로/로맨스",머빈 르로이,"비비안 리(마이러), 로버트 테일러(로이 크로닌)"
삼손과 데릴라,20108884,"드라마,멜로/로맨스,사극",세실 B. 데밀,"안젤라 랜스베리, 헤디 라머, 조지 샌더스"
마태복음,20050244,"드라마,사극",피에르 파올로 파솔리니,"마르게리타 카루소, 엔리케 이라조퀴, 수잔나 파솔리니"
붉은 대기 ,20172524,다큐멘터리,크리스 마르케,"이브 몽땅, 프랑스와 페리어"
다이얼 M을 돌려라,19548013,"범죄,미스터리,스릴러",알프레드 히치콕,"레이 밀랜드, 그레이스 켈리, 로버트 커밍스, 존 윌리엄스"
프란시스 하,20136926,"코미디,멜로/로맨스",노아 바움백,"그레타 거윅(프란시스), 믹키 섬너(소피), 그레이스 검머(레이첼), 아담 드라이버(레브)"
달려오는 사람들,20198373,드라마,주연 프랭크 시내트라 | 셜리 맥클레인,"프랭크 시내트라, 셜리 맥클레인"
5시부터 7시까지의 클레오,19628017,드라마,아녜스 바르다,"코린느 마르샹, 앙트완느 부르세이에"
행복,20120913,드라마,아녜스 바르다,"장 클로드 드루오(프랑소와), 클레어 드루오(테레즈)"
잔뜩 쌓인 음탕한 과부,20217293,"멜로/로맨스,드라마",아야노코지 이쵸쿠센,마키하라 레이코
노브라의 거유녀:후배 아내,20217294,"멜로/로맨스,드라마",Null,Null
악녀의 악연,20217295,"스릴러,드라마,멜로/로맨스",Null,Null
콘플릭트:비열한 거래,20217296,"액션,드라마",후지와라 켄이치,오자와 히토시
노매드랜드,20215046,드라마,클로이 자오,프란시스 맥도먼드
구원,20197391,스릴러,이창무,"김대건(최석재), 이상인(반효정원장), 고관재(고달수), 김정팔(임형사), 임서은(여신도2)"
불어라 검풍아,20215967,액션,조바른,"안지혜(연희), 이민지(지나)"
아가씨(확장판),20167301,"스릴러,드라마",박찬욱,"김민희(아가씨), 김태리(숙희), 하정우(백작), 조진웅(이모부)"
영웅본색 2,19879075,"액션,범죄",오우삼,"주윤발, 장국영, 적룡, 석천"
쾌걸 조로,20119598,94분0초,주연 타이론 파워 | 린다 다넬,"타이론 파워, 린다 다넬"
리틀 조 ,20190709,"드라마,공포(호러),미스터리",예시카 하우스너,벤 위쇼
권총왕,20157324,서부극(웨스턴),헨리 킹,"그레고리 펙(지미 링고 역), 헬렌 웨스트코트"
봇물터진 사무실,20216992,멜로/로맨스,Null,Null
나만 몰랐던 성감대,20217001,멜로/로맨스,Null,Null
불량섹스,20217002,멜로/로맨스,Null,Null
유부녀 맛집,20217003,멜로/로맨스,Null,Null
상사의 맛,20217004,멜로/로맨스,Null,Null
크게 만족한 장모님,20217006,멜로/로맨스,Null,Null
나를 적신 집사,20217021,멜로/로맨스,오자키 히로코우지,키지마 아이리
욕정의 제수씨,20217022,멜로/로맨스,Null,Null
다시맛난 선생님,20217025,멜로/로맨스,사다오카 사다오,키자키 제시카
스왈로우,20200909,"미스터리,스릴러",카를로 미라벨라 데이비스,"헤일리 베넷, 오스틴 스토웰"
건축학개론,20124074,"멜로/로맨스,드라마",이용주,"엄태웅(현재 승민 ), 한가인(현재 서연 ), 이제훈(과거 승민), 배수지(과거 서연)"
바울,20181171,드라마,앤드류 하얏트,"제임스 폴크너, 제임스 카비젤"
추룡 2 : 패왕,20215127,"액션,범죄,스릴러",왕정,"양가휘(로건), 고천락(스카이), 임달화(리), 임가동(독)"
늑대소년,20124054,"멜로/로맨스,드라마,판타지",조성희,"송중기(늑대소년), 박보영(소녀)"
고질라 대 헤도라,20149743,"SF,공포(호러)",Null,Null
신 고질라,20165367,"SF,액션,드라마",안노 히데아키|히구치 신지,"하세가와 히로키(야구치 란도), 이시하라 사토미(카요코 앤 패터슨), 타케노우치 유타카"
천로역정: 천국을 찾아서,20190273,"애니메이션,어드벤처",Null,Null
파수꾼,20101344,드라마,윤성현,"서준영(동윤), 박정민(희준 ), 조성하(아버지), 이제훈(기태 )"
예수는 역사다,20176562,드라마,존 건,"마이크 보겔, 에리카 크리스틴슨, 페이 더너웨이, 로버트 포스터"
무법자의 날,20190436,서부극(웨스턴),Null,Null
붉은 모란: 명 거둬 갑니다,20217193,"범죄,드라마",주연 후지 스미코 | 츠루타 코지,"후지 스미코, 츠루타 코지"
미친 한 페이지,20217213,"드라마,공포(호러),스릴러",Null,Null
벌새,20181103,드라마,김보라,"박지후(은희), 김새벽(김영지)"
그 여름 가장 조용한 바다,20040633,드라마,기타노 다케시,"카와하라 사부, 마키 쿠로우도"
